Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Extracted_Features
PHYS,100,56866,Thinking About Physics,9,26,12,22,49,11,6,8,8,4,0,0,0,0,3.08,4
PHYS,101,34813,College Physics: Mech & Heat,15,22,19,17,16,22,17,14,13,12,6,11,3,2,2.67,3
PHYS,101,34816,College Physics: Mech & Heat,19,27,14,21,20,16,17,20,11,6,5,4,1,1,2.88,4
PHYS,102,34469,College Physics: E&M & Modern,8,8,6,3,12,10,10,12,15,5,2,9,2,1,2.41,2
PHYS,102,34471,College Physics: E&M & Modern,8,7,14,9,15,5,3,12,9,5,5,3,2,0,2.67,3
PHYS,140,34767,How Things Work,10,9,9,13,7,6,6,4,3,2,0,0,0,0,3.17,4
PHYS,150,30671,Physics of Societal Issues,0,6,2,6,3,2,2,2,1,1,0,1,1,0,2.89,4
PHYS,199,67244,Undergraduate Open Seminar,9,20,2,1,0,1,1,1,0,0,1,0,0,0,3.74,4
PHYS,211,55650,University Physics: Mechanics,68,52,26,28,13,16,12,14,8,9,6,8,3,3,3.21,4
PHYS,211,34564,University Physics: Mechanics,67,50,23,29,23,14,13,9,14,10,8,17,7,1,3.03,4
PHYS,211,34566,University Physics: Mechanics,39,32,20,23,19,16,17,24,15,11,12,15,3,1,2.78,4
PHYS,212,43044,University Physics: Elec & Mag,32,37,22,29,32,41,23,20,24,11,6,8,3,1,2.84,4
PHYS,212,34734,University Physics: Elec & Mag,29,41,28,32,30,33,31,25,19,12,5,4,6,0,2.86,4
PHYS,212,34736,University Physics: Elec & Mag,27,47,33,24,21,30,30,26,17,10,9,11,6,1,2.82,4
PHYS,212,55938,University Physics: Elec & Mag,45,27,22,12,19,16,12,23,12,15,6,11,5,3,2.83,4
PHYS,213,34643,Univ Physics: Thermal Physics,28,30,20,26,27,27,6,14,9,8,6,8,10,0,2.85,4
PHYS,213,34645,Univ Physics: Thermal Physics,31,34,20,38,42,33,18,15,11,12,3,3,6,0,2.95,4
PHYS,214,34891,Univ Physics: Quantum Physics,31,25,24,27,35,16,14,17,7,6,4,1,2,1,3.07,4
PHYS,214,34894,Univ Physics: Quantum Physics,20,36,24,43,46,32,16,30,10,7,6,3,3,4,2.93,4
PHYS,225,55728,Relativity & Math Applications,18,37,42,22,16,12,5,5,1,0,1,0,1,1,3.45,4
PHYS,325,32694,Classical Mechanics I,14,21,13,12,17,6,5,6,5,1,2,2,3,3,3.1,4
PHYS,326,32751,Classical Mechanics II,4,10,5,4,10,7,8,0,4,0,3,0,4,0,2.79,4
PHYS,401,32710,Classical Physics Lab,2,10,11,5,1,0,1,0,2,0,0,0,5,0,3.07,4
PHYS,402,33052,Light,6,7,4,0,8,0,0,2,1,0,0,0,0,0,3.43,4
PHYS,403,30674,Modern Experimental Physics,8,13,0,0,1,0,0,0,0,0,0,0,0,0,3.95,4
PHYS,404,57729,Electronic Circuits,1,2,2,5,5,5,1,1,0,0,0,0,0,0,3.12,4
PHYS,427,30681,Thermal & Statistical Physics,1,4,9,6,12,7,2,4,0,2,0,0,1,0,2.98,4
PHYS,435,32763,Electromagnetic Fields I,19,13,9,10,12,14,19,0,3,4,2,2,3,2,2.96,4
PHYS,436,32773,Electromagnetic Fields II,7,12,14,17,6,2,4,1,2,0,0,0,0,0,3.42,4
PHYS,460,30688,Condensed Matter Physics,2,2,3,8,1,4,2,5,2,3,2,0,2,0,2.54,3
PHYS,475,63376,Introduction to Biophysics,4,9,6,7,8,2,3,3,0,0,1,0,0,0,3.28,4
PHYS,485,30685,Atomic Phys & Quantum Theory,2,6,10,6,2,6,7,2,0,0,0,3,0,1,3.02,4
PHYS,486,32793,Quantum Physics I,24,8,8,16,4,2,9,3,3,3,3,3,2,0,3.06,4
PHYS,487,32796,Quantum Physics II,5,13,5,3,8,3,0,0,0,0,0,0,0,0,3.58,4
PHYS,508,52340,Mathematical Physics I,3,5,9,7,0,2,0,4,0,0,0,0,0,0,3.39,4
PHYS,580,30709,Quantum Mechanics I,1,10,6,10,4,5,0,0,0,0,0,0,1,0,3.37,4
PHYS,582,30717,General Field Theory,6,14,8,2,2,3,0,3,0,0,0,0,0,1,3.58,4
PLPA,407,43810,Diseases of Field Crops,2,12,2,2,6,0,1,2,0,2,1,0,0,1,3.27,4
POL,115,53619,Intro to Polish Culture,0,17,8,4,1,0,0,0,0,0,0,0,0,0,3.79,4
PS,100,32817,Intro to Political Science,13,34,18,8,12,7,6,4,1,2,0,2,1,1,3.36,4
PS,100,32816,Intro to Political Science,3,18,10,17,16,6,3,2,4,0,0,0,2,0,3.2,4
PS,100,54020,Intro to Political Science,0,11,5,1,3,1,0,0,0,0,0,0,0,0,3.68,4
PS,100,47375,Intro to Political Science,1,10,3,2,7,1,0,1,0,0,0,0,0,0,3.49,4
PS,101,38476,Intro to US Gov & Pol,21,43,33,17,29,19,6,9,3,1,4,0,5,0,3.23,4
PS,101,43072,Intro to US Gov & Pol,0,0,5,6,6,5,12,14,5,3,3,3,7,1,2.07,2
PS,101,63033,Intro to US Gov & Pol,0,44,15,6,4,0,0,1,0,1,0,0,1,1,3.7,4
PS,199,55924,Civic Leadership,3,5,6,6,2,0,1,0,0,0,0,0,0,0,3.58,4
PS,202,40308,Religion & Politics in the US,0,22,11,10,20,3,2,2,1,0,2,0,0,0,3.32,4
PS,220,40309,Intro to Public Policy,0,21,1,4,41,1,3,19,0,0,9,0,5,0,2.7,3
PS,224,67345,Politics of the National Parks,39,10,5,2,5,2,0,2,0,0,1,0,6,0,3.42,4
PS,240,47845,Intro to Comp Politics,0,13,2,1,1,1,0,0,1,0,0,0,2,0,3.33,4
PS,241,43107,Comp Politics in Dev Nations,4,14,7,14,8,9,4,4,3,1,0,4,2,0,2.96,4
PS,241,67344,Comp Politics in Dev Nations,0,15,11,5,4,2,3,2,2,1,1,1,10,1,2.66,3
PS,270,32873,Intro to Political Theory,10,22,13,12,5,4,6,1,0,1,0,0,1,1,3.45,4
PS,280,38360,Intro to Intl Relations,0,6,5,2,4,3,3,0,0,0,0,0,1,0,3.17,4
PS,280,38451,Intro to Intl Relations,13,40,16,6,3,1,3,0,0,0,0,0,1,0,3.73,4
PS,280,39376,Intro to Intl Relations,7,7,7,9,12,7,6,7,7,0,8,0,4,0,2.64,3
PS,301,30635,The US Constitution I,2,9,12,17,12,12,5,8,1,0,1,1,3,1,2.94,4
PS,303,43862,The US Congress,11,10,7,11,7,5,7,1,1,0,0,0,1,1,3.29,4
PS,312,35202,Politics and the Media,1,0,5,6,5,7,7,7,5,3,0,0,3,1,2.42,2
PS,321,59712,Principles of Public Policy,1,4,1,7,9,3,4,7,0,1,0,1,3,1,2.62,3
PS,390,46741,American Foreign Policy,2,19,10,13,9,12,3,2,1,2,2,1,7,0,2.9,4
PSM,501,54911,PSM Industry Seminar I,22,4,3,0,0,0,1,0,0,0,0,0,0,0,3.91,4
PSYC,100,35690,Intro Psych,2,3,5,6,9,5,0,2,4,2,2,2,3,0,2.56,3
PSYC,100,35695,Intro Psych,8,0,5,9,9,0,5,3,2,2,1,0,1,0,2.93,4
PSYC,100,35699,Intro Psych,0,6,6,7,12,0,4,5,2,1,0,0,2,0,2.87,4
PSYC,100,52334,Intro Psych,4,4,6,5,8,3,6,2,2,3,0,0,1,0,2.91,4
PSYC,100,50609,Intro Psych,1,3,3,6,7,4,7,5,1,2,1,0,3,0,2.57,3
PSYC,100,35704,Intro Psych,3,4,5,10,5,9,5,2,2,2,1,0,0,0,2.94,4
PSYC,100,35716,Intro Psych,3,6,5,6,6,6,3,3,4,2,1,0,2,0,2.8,4
PSYC,100,43472,Intro Psych,3,6,3,7,9,3,1,5,3,4,1,0,1,0,2.8,4
PSYC,100,35719,Intro Psych,3,6,2,6,7,7,2,6,3,2,1,1,2,0,2.69,3
PSYC,100,35723,Intro Psych,1,7,8,2,5,6,6,2,2,2,2,0,2,1,2.78,4
PSYC,100,35726,Intro Psych,2,8,3,10,6,3,5,3,0,2,0,1,2,1,2.92,4
PSYC,100,35368,Intro Psych,1,3,1,5,9,3,3,1,1,4,0,0,0,0,2.82,4
PSYC,100,35360,Intro Psych,2,4,2,8,9,9,3,1,4,3,0,0,1,0,2.8,4
PSYC,100,35381,Intro Psych,5,3,2,8,9,2,3,3,4,1,3,0,2,0,2.72,3
PSYC,100,35389,Intro Psych,2,2,6,6,6,9,1,2,3,2,1,0,1,0,2.81,4
PSYC,100,35403,Intro Psych,2,4,4,9,5,6,3,2,1,1,1,0,0,0,3.02,4
PSYC,100,35420,Intro Psych,3,3,3,5,6,4,2,3,0,4,1,0,3,0,2.63,3
PSYC,100,35725,Intro Psych,3,5,2,3,8,1,2,4,1,1,1,1,4,0,2.59,3
PSYC,100,35499,Intro Psych,6,3,5,4,3,0,0,0,0,0,0,0,0,0,3.65,4
PSYC,100,35455,Intro Psych,3,5,1,12,8,3,1,5,1,1,0,0,2,0,2.93,4
PSYC,100,35481,Intro Psych,3,4,5,6,6,5,3,4,3,2,0,2,2,0,2.7,3
PSYC,100,35487,Intro Psych,1,2,1,6,8,8,9,5,1,4,1,0,0,1,2.61,3
PSYC,100,49229,Intro Psych,3,5,2,7,11,5,3,2,3,2,2,1,0,0,2.83,4
PSYC,100,35492,Intro Psych,1,7,6,7,10,2,2,4,5,1,1,2,0,0,2.86,4
PSYC,100,35394,Intro Psych,1,7,4,10,5,10,3,3,3,0,0,0,1,0,2.97,4
PSYC,100,35507,Intro Psych,2,11,4,6,8,5,3,3,2,0,0,0,1,0,3.12,4
PSYC,100,35523,Intro Psych,4,1,6,7,3,4,4,1,2,1,2,0,0,0,2.94,4
PSYC,100,35514,Intro Psych,0,98,0,0,75,0,0,73,0,0,2,0,13,2,2.93,4
PSYC,103,32917,Intro Experimental Psych,0,19,0,0,20,0,0,6,0,0,1,0,2,0,3.1,4
PSYC,105,49911,Psych Introduction,0,13,2,4,1,1,1,2,0,0,0,0,0,0,3.53,4
PSYC,201,35741,Intro to Social Psych,7,7,4,3,5,5,3,5,1,1,1,1,2,0,2.9,4
PSYC,201,35742,Intro to Social Psych,5,3,4,4,5,5,4,5,2,0,1,1,7,0,2.45,2
PSYC,201,35743,Intro to Social Psych,2,11,2,7,5,8,4,3,0,1,1,0,0,1,3.11,4
PSYC,201,35744,Intro to Social Psych,5,7,7,5,5,2,3,5,2,2,1,2,1,1,2.89,4
PSYC,201,35746,Intro to Social Psych,7,4,1,10,8,7,2,4,2,0,0,1,0,0,3.05,4
PSYC,201,35747,Intro to Social Psych,6,2,3,4,14,3,5,5,1,1,1,1,0,0,2.88,4
PSYC,201,35748,Intro to Social Psych,6,6,4,4,7,7,2,4,1,1,1,0,2,0,2.94,4
PSYC,201,41856,Intro to Social Psych,5,6,4,5,6,3,6,1,1,2,1,0,2,0,2.92,4
PSYC,201,35737,Intro to Social Psych,7,5,5,5,6,3,3,4,3,0,0,1,1,0,3.02,4
PSYC,201,35740,Intro to Social Psych,7,9,6,4,5,4,2,4,1,1,2,0,1,0,3.1,4
PSYC,204,64431,Intro to Brain and Cognition,18,52,16,7,14,7,7,3,4,0,2,3,1,0,3.4,4
PSYC,210,30673,Behavioral Neuroscience,4,32,15,11,30,7,5,16,6,12,5,2,8,2,2.75,4
PSYC,216,30675,Child Psych,0,66,0,0,55,0,0,24,0,0,17,0,5,0,2.96,4
PSYC,224,30678,Cognitive Psych,3,56,0,0,52,0,0,33,0,0,5,0,9,0,2.93,4
PSYC,230,30680,Perception & Sensory Processes,0,129,0,0,27,0,0,12,0,0,7,0,8,0,3.43,4
PSYC,235,38034,Intro to Statistics,2,10,3,0,3,2,1,4,0,2,0,1,2,0,2.9,4
PSYC,238,38052,Abnormal Psych,10,21,7,3,3,1,1,0,0,0,0,0,1,0,3.7,4
PSYC,238,38053,Abnormal Psych,8,20,7,2,5,1,0,1,0,0,1,1,2,0,3.45,4
PSYC,238,38054,Abnormal Psych,2,8,3,5,5,3,2,0,0,1,1,0,1,0,3.15,4
PSYC,238,38088,Abnormal Psych,2,9,4,3,3,1,0,0,0,0,0,0,1,0,3.49,4
PSYC,238,38090,Abnormal Psych,2,10,6,4,6,1,1,0,0,1,0,0,0,0,3.47,4
PSYC,238,38091,Abnormal Psych,0,18,7,5,4,1,0,0,0,0,0,0,2,0,3.49,4
PSYC,238,38092,Abnormal Psych,0,25,7,2,5,1,1,1,1,0,0,1,0,0,3.56,4
PSYC,238,48047,Abnormal Psych,1,22,9,8,7,0,0,0,0,0,0,1,0,0,3.61,4
PSYC,238,48048,Abnormal Psych,0,14,6,9,2,2,1,1,0,0,0,0,0,0,3.53,4
PSYC,239,30683,Community Psych,28,14,14,5,6,4,2,1,1,0,0,0,1,0,3.59,4
PSYC,245,32647,Industrial Org Psych,16,37,14,15,20,6,11,8,1,2,0,6,4,3,3.14,4
PSYC,248,30686,Learning and Memory,3,9,12,12,19,15,23,10,5,4,2,2,7,0,2.6,3
PSYC,250,30689,Psych of Personality,20,16,18,20,19,10,11,7,5,4,1,2,4,0,3.04,4
PSYC,312,56233,Psychology of Race & Ethnicity,0,12,18,19,19,11,11,3,2,1,1,0,0,1,3.1,4
PSYC,333,32676,Social Psych in Society Lab,0,22,16,7,15,7,2,6,0,0,0,0,4,0,3.17,4
PSYC,336,51243,Alcohol and Alcoholism,3,14,12,7,4,1,1,1,0,0,0,0,0,1,3.59,4
PSYC,336,51387,Self In Virtual Communities,2,5,8,5,1,2,0,1,0,0,0,0,0,0,3.51,4
PSYC,336,66133,Stress&Resilency in Childhood,0,7,8,4,8,2,1,0,1,0,0,0,0,0,3.36,4
PSYC,350,39819,Personality Lab,0,53,0,0,13,0,0,1,0,0,1,0,2,0,3.63,4
PSYC,353,43330,Social Cognition,0,31,0,0,23,0,0,15,0,0,1,0,2,1,3.11,4
PSYC,357,55645,Intro Cognitive Science,3,2,2,3,4,2,7,1,0,0,3,0,5,0,2.37,2
PSYC,363,41810,Developmental Child Psych Lab,5,21,3,7,6,2,1,2,0,0,0,0,2,0,3.43,4
PSYC,403,43369,Memory and Amnesia,0,131,0,0,45,0,0,15,0,0,7,0,3,1,3.47,4
PSYC,406,30696,Statistical Methods I,1,27,2,0,1,0,0,0,0,0,0,0,0,0,3.95,4
PSYC,417,65349,Neurosci of Eating & Drinking,16,12,10,1,2,0,0,2,0,0,0,0,0,0,3.77,4
PSYC,433,51752,Evolutionary Neuroscience,8,12,11,4,10,4,3,6,1,1,3,0,5,0,2.96,4
PSYC,465,37976,Personality and Soc Dev,16,23,10,19,12,9,9,3,4,1,0,0,0,0,3.33,4
PSYC,468,67278,Psych and Law,0,15,5,3,3,1,0,0,0,0,0,0,1,0,3.57,4
PSYC,475,43332,Personnel Psych,4,6,9,13,6,3,2,4,3,3,2,0,1,0,2.96,4
PSYC,514,48220,Seminar in Cognitive Science,4,6,5,5,2,0,0,0,0,0,0,0,1,0,3.62,4
REHB,330,38405,Disability in American Society,21,20,13,5,7,3,0,0,1,1,0,0,1,0,3.62,4
REHB,402,30739,Medical Aspects of Disability,0,0,5,3,5,6,2,4,0,0,0,0,0,0,2.88,4
RHET,233,37328,Adv Rhetoric & Composition,0,5,5,3,2,2,1,0,0,1,0,1,2,0,2.91,4
RHET,233,37325,Adv Rhetoric & Composition,4,4,6,4,2,0,1,1,0,0,0,1,0,0,3.41,4
RLST,101,38402,Bible as Literature,2,8,4,4,4,0,2,0,0,0,1,1,1,0,3.2,4
RLST,104,38498,Asian Mythology,0,3,5,7,4,1,0,1,0,1,0,1,2,0,2.89,4
RLST,104,38506,Asian Mythology,0,7,1,4,6,1,0,3,1,1,0,1,0,0,3.01,4
RLST,104,38426,Asian Mythology,0,4,3,6,5,4,1,0,0,0,0,0,0,0,3.26,4
RLST,104,38428,Asian Mythology,0,5,3,2,6,1,2,1,0,1,0,0,0,1,3.16,4
RLST,104,41781,Asian Mythology,0,6,5,4,2,1,2,1,1,1,1,0,0,0,3.13,4
RLST,108,38392,Religion & Society in West I,41,27,7,2,2,0,0,3,1,0,1,0,0,1,3.8,4
RLST,110,38367,World Religions,6,7,7,4,0,3,0,0,1,0,0,0,0,0,3.6,4
RLST,110,38418,World Religions,2,8,2,4,4,3,1,1,0,0,0,1,0,0,3.3,4
RLST,110,38424,World Religions,1,3,4,4,0,5,2,1,0,1,0,0,0,0,3.11,4
RLST,110,38436,World Religions,4,7,3,2,5,3,0,1,0,0,0,1,1,0,3.24,4
RLST,110,38447,World Religions,2,6,5,2,3,8,2,1,0,0,0,0,1,0,3.13,4
RLST,110,38459,World Religions,8,4,4,2,1,5,1,0,0,0,0,0,0,0,3.52,4
RLST,110,53435,World Religions,6,3,2,5,1,3,1,2,0,0,0,0,1,0,3.22,4
RLST,110,58841,World Religions,3,6,2,2,3,7,0,1,0,0,0,0,1,0,3.19,4
RLST,110,58843,World Religions,2,8,2,5,3,5,1,0,0,0,0,2,0,0,3.21,4
RLST,110,61600,World Religions,3,6,3,11,1,1,0,1,0,0,0,0,0,0,3.51,4
RLST,110,61602,World Religions,5,3,9,5,1,4,0,1,0,0,1,0,0,0,3.39,4
RLST,110,61604,World Religions,2,3,3,4,3,5,3,2,0,0,0,0,0,0,3.11,4
RLST,110,61606,World Religions,2,9,9,1,0,3,1,1,0,0,0,0,0,1,3.57,4
RLST,110,61608,World Religions,3,9,2,5,1,3,1,0,0,1,0,0,2,0,3.21,4
RLST,110,61610,World Religions,2,7,5,3,3,3,0,3,0,0,0,0,0,0,3.36,4
RLST,110,64067,World Religions,4,3,5,2,2,7,3,0,2,0,0,0,0,0,3.14,4
RLST,110,64068,World Religions,1,6,5,1,2,5,6,0,2,0,0,0,0,0,3.08,4
RLST,132,40304,Zen,2,12,8,3,2,1,0,0,0,0,0,0,0,0,3.72,4
RST,100,42914,RST in Modern Society,17,38,34,24,35,24,8,16,10,2,4,3,1,1,3.1,4
RST,101,42916,Orientation to RST,0,42,0,0,19,0,0,12,0,0,4,0,11,1,2.88,4
RST,130,42919,Foundations of Sport Mgt,0,16,23,8,19,1,3,5,0,3,1,0,3,1,3.13,4
RST,199,66347,Management in RST,3,8,13,12,8,12,1,0,0,3,1,0,2,0,3.1,4
RST,199,62000,CHAMP Student Athlete Seminar,0,67,0,0,4,0,0,0,0,0,0,0,0,0,3.94,4
RST,199,63855,Disability in RST,22,24,7,4,3,3,1,2,1,0,1,2,1,1,3.53,4
RST,199,62789,Communications in RST,0,15,0,0,16,0,0,2,2,0,0,0,0,0,3.3,4
RST,199,62472,Coaching Wheelchair Basketball,17,8,10,2,5,1,0,0,0,0,0,0,0,0,3.74,4
RST,200,42921,Leadership in RST,0,26,0,0,14,0,0,2,0,0,0,0,0,1,3.57,4
RST,200,42922,Leadership in RST,0,7,0,0,18,0,0,6,0,0,0,0,2,0,2.85,4
RST,217,42923,Public Recreation,3,7,7,5,4,1,0,1,0,1,0,0,1,0,3.34,4
RST,230,42924,Diversity in RST,2,13,9,5,23,3,2,8,2,0,0,1,3,1,2.98,4
RST,242,63130,Nature and American Culture,0,65,0,0,21,0,0,4,0,0,1,0,0,1,3.65,4
RST,242,63131,Nature and American Culture,0,160,0,0,60,0,0,23,0,0,7,0,15,2,3.29,4
RST,255,42926,Ethical Issues in RST,0,10,0,0,11,0,0,4,0,0,1,0,2,0,2.93,4
RST,255,42927,Ethical Issues in RST,0,5,0,0,11,0,0,0,0,0,2,0,3,1,2.62,3
RST,300,42928,Leisure Programming,0,31,0,0,16,0,0,4,0,0,0,0,0,0,3.53,4
RST,316,42929,Leisure and Human Development,28,13,16,7,3,10,10,3,3,1,2,4,2,0,3.16,4
RST,320,42930,Leisure Services Marketing,0,34,13,3,8,0,1,2,0,0,2,0,0,1,3.59,4
RST,330,43053,Leisure and Consumer Culture,2,2,10,6,8,4,4,1,1,0,0,0,4,0,2.87,4
RST,340,43054,Facility Management in RST,32,11,10,2,0,3,0,0,0,0,0,0,1,0,3.79,4
RST,354,50624,Legal Aspects of Sport,0,1,5,6,9,5,6,8,3,0,1,0,0,1,2.7,3
RST,370,43055,Research Methods & Analysis,3,10,6,3,3,4,1,1,0,0,1,0,1,0,3.3,4
RST,410,44258,Administration of Leisure Serv,5,7,10,2,5,6,0,5,3,0,3,1,5,0,2.72,3
RST,420,43057,HR Management in RST,8,21,8,5,3,2,1,2,0,0,0,0,1,0,3.58,4
RST,429,43058,Contemporary Issues in RST,0,13,5,4,13,3,3,9,0,0,1,1,2,0,2.91,4
RST,480,43062,Orientation to Practicum,19,9,6,2,3,2,1,0,0,0,0,0,3,0,3.5,4
SCAN,225,49479,Vikings to Volvos: Scandinavia,7,8,5,7,2,0,0,1,0,0,0,0,1,0,3.54,4
SCAN,251,63053,Viking Mythology,0,17,0,2,1,4,3,0,1,1,0,0,1,1,3.28,4
SCAN,251,63058,Viking Mythology,0,17,2,2,4,0,1,2,0,1,0,0,0,0,3.51,4
SCAN,251,63062,Viking Mythology,1,18,2,2,6,1,1,0,0,0,0,0,1,0,3.53,4
SHS,121,52486,American Sign Language I,0,3,4,3,7,2,0,2,0,0,2,0,0,0,3,4
SHS,150,56201,Hearing Processes & Disorders,9,7,8,8,5,3,6,4,4,2,1,0,8,0,2.7,3
SHS,170,30939,Intro Hum Comm Sys & Disorders,29,41,34,12,18,6,2,5,0,0,1,0,0,0,3.58,4
SHS,222,63237,Lang&Culture Deaf Communities,11,10,0,1,0,0,0,0,0,0,0,0,0,0,3.97,4
SHS,222,63238,Lang&Culture Deaf Communities,7,6,6,1,0,1,0,0,0,0,0,0,0,0,3.81,4
SHS,222,63239,Lang&Culture Deaf Communities,10,8,1,0,0,1,0,0,0,0,0,1,0,0,3.76,4
SHS,270,33109,Comm Disability in the Media,0,93,0,0,8,0,0,0,0,0,2,0,1,1,3.83,4
SHS,271,32952,Communication and Aging,14,13,13,1,4,3,0,0,0,0,1,0,0,0,3.67,4
SHS,280,65119,Communication Neuroscience,18,15,17,17,12,10,4,4,5,1,2,1,1,0,3.21,4
SHS,300,35077,Anat & Physiol Spch Mechanism,5,9,9,8,19,5,9,5,6,0,8,0,2,0,2.76,4
SHS,320,38672,Development of Spoken Language,0,89,0,0,22,0,0,4,0,0,1,0,1,0,3.68,4
SHS,375,56237,Comm Partners & Health,17,5,0,0,1,0,0,1,0,0,0,0,0,0,3.88,4
SHS,375,56238,Comm Partners & Health,25,3,0,0,0,0,0,0,0,0,1,0,0,0,3.9,4
SHS,375,56239,Comm Partners & Health,22,0,1,1,0,1,1,0,0,0,0,0,1,0,3.7,4
SHS,383,67080,Neurodev Disorders in Context,5,9,24,9,1,1,3,0,0,0,0,0,0,0,3.59,4
SHS,431,54164,Lang Disorders Preschool Child,1,13,5,3,4,0,0,0,0,0,0,0,0,0,3.72,4
SHS,450,32931,Intro Audiol & Hear Disorders,6,23,15,13,9,7,6,1,4,2,0,1,0,0,3.29,4
SHS,451,30944,Aural Rehab Children to Adults,10,24,10,7,19,5,1,17,1,0,0,0,0,0,3.24,4
SHS,511,62970,Asst & Mgmt of Voice Disorders,2,12,4,2,2,0,0,0,0,0,0,0,0,0,3.79,4
SHS,532,48973,Lang Disorders Schl-Age Child,6,15,2,1,0,0,0,0,0,0,0,0,0,0,3.94,4
SHS,533,30948,Advanced Language Diagnostics,0,25,0,0,3,0,0,0,0,0,0,0,0,0,3.89,4
SHS,534,60014,Aphasia and Related Disorders,0,17,8,2,1,0,0,0,0,0,0,0,0,0,3.82,4
SHS,577,54458,Advanced Practicum in SHS,6,14,6,1,0,0,0,0,0,0,0,0,0,0,3.9,4
SOC,100,45307,Introduction to Sociology,0,7,5,3,4,3,4,1,1,0,0,1,0,0,3.1,4
SOC,100,33399,Introduction to Sociology,0,9,6,3,3,2,5,1,0,0,0,0,2,0,3.1,4
SOC,100,35242,Introduction to Sociology,0,11,7,3,4,0,0,1,0,1,1,0,2,0,3.2,4
SOC,100,35232,Introduction to Sociology,0,7,4,7,3,3,1,1,0,1,0,0,1,0,3.17,4
SOC,100,35159,Introduction to Sociology,0,9,4,4,5,5,4,0,0,0,0,0,0,0,3.28,4
SOC,100,35154,Introduction to Sociology,0,11,3,6,2,3,2,2,0,1,2,0,0,0,3.16,4
SOC,100,35198,Introduction to Sociology,0,8,3,4,4,3,1,1,0,0,1,0,1,0,3.14,4
SOC,100,35240,Introduction to Sociology,0,7,5,8,3,2,4,1,0,0,0,0,1,0,3.18,4
SOC,100,35241,Introduction to Sociology,0,8,1,3,5,2,2,0,0,1,0,0,2,0,3,4
SOC,100,35243,Introduction to Sociology,0,9,4,7,2,3,2,1,3,0,0,1,0,1,3.14,4
SOC,100,41530,Introduction to Sociology,0,6,2,5,5,2,3,1,0,0,0,0,0,0,3.22,4
SOC,100,45304,Introduction to Sociology,0,8,9,0,2,1,1,2,1,0,0,0,1,0,3.27,4
SOC,100,45305,Introduction to Sociology,0,9,4,5,9,3,1,0,0,0,0,0,1,0,3.27,4
SOC,100,45306,Introduction to Sociology,0,8,3,2,6,4,0,3,0,0,0,0,1,1,3.12,4
SOC,100,41814,Introduction to Sociology,0,36,5,3,2,0,1,1,2,0,0,0,0,0,3.72,4
SOC,100,66297,Introduction to Sociology,0,20,17,10,19,7,6,5,1,3,1,0,2,0,3.1,4
SOC,160,56794,Global Ineq and Social Change,16,20,12,5,7,4,2,2,1,0,0,0,3,1,3.43,4
SOC,162,56178,Intro to Intl Health Policy,4,17,14,9,4,0,1,1,1,0,1,0,2,0,3.41,4
SOC,200,31132,Intro to Sociological Theory,0,37,13,8,2,8,0,2,2,0,1,0,2,2,3.44,4
SOC,225,48829,Race and Ethnicity,2,6,2,1,2,1,5,3,0,0,0,0,2,1,2.87,4
SOC,226,31133,Political Sociology,2,11,7,9,9,1,1,1,1,0,0,0,1,1,3.33,4
SOC,270,35721,Population Issues,2,3,2,5,2,1,1,2,1,0,2,0,2,0,2.72,3
SOC,275,65856,Criminology,1,12,1,1,0,3,1,1,0,0,0,0,4,0,2.97,4
SOC,350,31135,Technology and Society,0,26,10,0,7,0,1,1,0,0,1,0,0,0,3.63,4
SOC,373,41736,Social Stratification,0,14,2,3,2,2,0,0,2,0,0,0,1,1,3.39,4
SOC,380,32738,Social Research Methods,0,8,3,2,6,0,2,1,1,0,1,0,2,0,2.96,4
SOC,380,32740,Social Research Methods,0,12,3,4,1,3,2,1,1,0,0,0,0,0,3.4,4
SOC,480,39860,Methods of Field Research,0,9,4,3,2,0,2,1,1,0,2,0,2,0,2.96,4
SOCW,101,66352,SOCW Orientation Seminar,0,14,24,9,8,4,3,0,0,1,1,0,3,1,3.25,4
SOCW,200,32750,Introduction to Social Work,0,4,12,5,8,7,4,5,4,3,3,0,3,0,2.63,3
SOCW,200,32753,Introduction to Social Work,0,10,12,9,9,8,6,1,2,1,2,0,2,2,2.98,4
SOCW,225,61472,Intro Stat for Social Work,0,1,7,5,1,3,3,0,2,1,0,0,1,0,2.88,4
SOCW,240,64419,Death & Dying,0,9,0,4,9,3,0,3,0,0,0,0,0,0,3.23,4
SOCW,297,64420,Asian Families in America,6,15,2,0,0,0,0,1,0,0,0,0,0,0,3.89,4
SOCW,300,60015,Diversity: Identities & Issues,1,17,11,11,4,10,2,2,1,0,1,0,0,0,3.32,4
SOCW,300,63068,Diversity: Identities & Issues,0,28,7,6,10,3,0,1,0,0,0,0,1,1,3.53,4
SOCW,321,56110,Social Entre & Social Change,4,24,2,3,0,1,0,0,0,0,0,1,0,0,3.79,4
SOCW,380,59327,Social Work & Dis Studies,0,12,8,0,1,0,0,0,0,0,0,0,0,0,3.83,4
SOCW,400,62078,Generalist SW Practice Methods,0,15,3,0,4,0,1,0,0,0,0,0,0,0,3.71,4
SOCW,401,56111,Practice I,0,17,2,2,0,0,0,0,0,0,0,0,0,0,3.9,4
